5910,Please wait while we are connecting to Ubisoft servers.,Veuillez patienter lors de la connexion aux serveurs d'Ubisoft.,Espera mientras el juego conecta con los servidores de Ubisoft.,Attendere prego. Connessione ai server Ubisoft in corso.,Bitte warte{C} bis die Verbindung zum Uplay-Server hergestellt wurde.,,,
5911,Your NAT type is STRICT. You may not be able to join certain games or communicate with other players. Average matchmaking wait times will be adversely affected.,,,,,,,
5912,Your NAT type is STRICT. You may not be able to join certain games or communicate with other players. Average matchmaking wait times will be adversely affected.,,,,,NATタイプが「ストリクト」です。ゲーム参加や他プレイヤーとの交流に支障をきたす恐れがあります。マッチメイクの待ち時間が長くなります,,
5913,Please step into the play space for calibration.,Placez-vous dans l'aire de jeu pour le calibrage.,Pisa en el área de juego para tu calibración.,Entra nell'area di gioco per la taratura.,Betritt das Spielfeld zur Kalibrierung.,,,
5914,Your NAT type is MODERATE. You will not be able to play or communicate with players who have STRICT NAT.,,,,,NATタイプが「モデレート」です。NATタイプがストリクトのプレイヤーとは、一緒にプレイする事や交流する事ができません,,
5915,Your NAT type is STRICT. You may not be able to join certain games or communicate with other players. Average matchmaking wait times will be adversely affected.,Votre type de NAT est STRICT. Il est possible que vous ne puissiez pas rejoindre certaines parties ou communiquer avec les autres joueurs. Le temps d'attente moyen de Matchmaking sera prolongé.,Tu tipo de NAT es ESTRICTA. No podrás unirte a ciertas partidas ni comunicarte con otros jugadores. El tiempo medio de espera de Matchmaking se verá afectado negativamente.,Il tuo NAT è di tipo LIMITATO. Potresti non riuscire a partecipare ad alcune partite né comunicare con gli altri giocatori. I tempi di attesa medi del matchmaking ne saranno negativamente influenzati.,Ihr NAT-Typ ist STRIKT (NAT-Typ 3). Sie sind evtl. nicht in der Lage{C} bestimmten Spielen beizutreten und mit anderen Spielern zu kommunizieren. Die durchschnittliche Wartezeit bei der Mitspielersuche wird ebenfalls ungünstig beeinflusst.,,,
5916,Your NAT type is MODERATE. You will not be able to play or communicate with players who have STRICT NAT.,Votre type de NAT est MODÉRÉ. Vous ne pourrez pas jouer ou communiquer avec les joueurs qui ont un NAT FERMÉ.,Tu tipo de NAT es MODERADA. No podrás jugar ni comunicarte con jugadores que tengan NAT ESTRICTA.,Il tuo NAT è di tipo MODERATO. Non potrai giocare né comunicare con i giocatori che hanno NAT LIMITATO.,Ihr NAT-Typ ist MODERAT Sie können nicht mit Spielern spielen oder kommunizieren{C} die ein STRIKTES NAT einsetzen.,,,
5917,Your NAT type is MODERATE. You will not be able to play or communicate with players who have STRICT NAT.,,,,,,,
5918,directional buttons,touches directionnelles,botones de dirección,tasti direzionali,Richtungstasten,,,
5919,directional buttons,touches directionnelles,botones de dirección,,,,,
5920,directional buttons,,,,,,,
5921,directional button,,,,,,,
5922,Point your PlayStation®Move motion controller at your PlayStation®Eye{C} then press the Move button until your sphere has got a color.,,,,,,,
5923,directional button,touche directionnelle,botón de dirección,tasto direzionale,Richtungs-Taste,,,
5924,directional button,touche directionnelle,botón de dirección,,,,,
5925,Your connection to the PlayStation®Network has been lost. You have been returned to the main menu. Online features will not be available until you'll sign in again.,,,,,,,
5926,Hold your PlayStation®Move motion controller steady and point it at the PlayStation®Eye{C} then press the Move button to begin calibration. The sphere will flash until calibration finishes.,,,,,,,
5927,voice bar,,,,,音声メニュー,,
5928,voice bar,barre d’enregistrement,barra de voz,barra della voce,Sprachleiste,,,
5929,Hold your PlayStation®Move motion controller steady and point it at the PlayStation®Eye{C} then press the Move button to begin calibration. The sphere will flash until calibration finishes.,,Mantén firme el mando de movimiento PlayStation®Move y apunta a la cámara PlayStation®Eye{C} después pulsa el botón Move para empezar la calibración. La esfera parpadeará hasta que termine el proceso de calibración.,,Halten Sie den PlayStation®Move-Motion-Controller ruhig und richten Sie ihn auf die PlayStation®Eye-Kamera. Drücken Sie dann die Move-Taste. Die Kugel blinkt{C} während die Kalibrierung beendet wird.,,,
5930,Your connection to the PlayStation®Network has been lost. You have been returned to the main menu. Online features will not be available until you'll sign in again.,,,,,,,
5931,Your connection to the PlayStation®Network has been lost. You have been returned to the main menu. Online features will not be available until you'll sign in again.,,,,,,,
5932,Hold your PlayStation®Move motion controller steady and point it at the PlayStation®Eye{C} then press the Move button to begin calibration. The sphere will flash until calibration finishes.,Pointez la manette de détection de mouvements PlayStation®Move vers la caméra PlayStation®Eye et appuyez sur la touche Move pour commencer la calibration. La sphère se mettra à clignoter jusqu'à la fin de la calibration.,,Afferra saldamente il controller di movimento PlayStation®Move e puntalo verso PlayStation®Eye{C} quindi premi il tasto Move per iniziare la calibratura. La sfera lampeggerà per tutta la durata della calibratura.,Halten Sie den PlayStation®Move-Motion-Controller ruhig und richten Sie ihn auf die PlayStation®Eye-Kamera. Drücken Sie dann die Move-Taste. Die Kugel blinkt{C} während die Kalibrierung beendet wird.,,,
5933,Calibration successful!,Calibrage réussi !,¡Éxito en la calibración!,Calibratura eseguita!,Kalibrierung erfolgreich!,,,
5934,Calibration successful!,Calibrage réussi !,¡Éxito en la calibración!,,,,,
5935,Calibration successful!,,,,,,,
5936,Press the PS button to turn on your PlayStation®Move motion controller. Once the sphere is lightened up{C} press the Move button to calibrate until the sphere has got a color.,,,,,,,
5937,At least one PlayStation®Move motion controller is out of the PlayStation®Eye view. You can hold SELECT button to re-calibrate.,,,,,,,
5938,Press the PS button to turn on your PlayStation®Move motion controller. Once the sphere is lightened up{C} press the Move button to calibrate until the sphere has got a color.,Appuyez sur la touche PS pour activer votre manette de détection de mouvements PlayStation®Move. Lorsque la sphère est allumée{C} appuyez sur la touche Move pour calibrer jusqu'à ce que la sphère soit colorée.,Pulsa el botón PS y enciende tu mando de movimiento PlayStation®Move. Al iluminarse la esfera{C} pulsa el botón Move para calibrar y la esfera tendrá un color.,Premere il tasto PS per accendere il controller di movimento PlayStation®Move. Una volta che la sfera si sarà accesa{C} premere il tasto Move finché la sfera non si colora per calibrare il controller di movimento.,Drücke die PS-Taste{C} um deinen PlayStation®Move-Motion-Controller einzuschalten. Sobald die Kugel leuchtet{C} drückst du die Move-Taste{C} bis sie die Farbe wechselt.,,,
5939,Press the PS button to turn on your PlayStation®Move motion controller. Once the sphere is lightened up{C} press the Move button to calibrate until the sphere has got a color.,Appuyez sur la touche PS pour activer votre manette de détection de mouvements PlayStation®Move. Lorsque la sphère est allumée{C} appuyez sur la touche Move pour calibrer jusqu'à ce que la sphère soit colorée.,Pulsa el botón PS y enciende tu mando de movimiento PlayStation®Move. Al iluminarse la esfera{C} pulsa el botón Move para calibrar y la esfera tendrá un color.,,,,,
5940,Calibration failed. Please try again.,Échec du calibrage. Veuillez réessayer.,Error en la calibración. Inténtalo de nuevo.,Calibratura fallita. Riprovare.,Kalibrierung fehlgeschlagen. Bitte probiere es noch einmal.,,,
5941,One or more PlayStation®Move motion controllers still need calibration. Please try again.,,,,,,,
5942,Point your PlayStation®Move motion controller at your PlayStation®Eye{C} then press the Move button until your sphere has got a color.,Pointez votre manette de détection de mouvements PlayStation®Move vers la PlayStation®Eye. Puis appuyez sur la touche Move jusqu'à ce que la sphère soit colorée.,Apunta a la PlayStation®Eye con el mando de movimiento PlayStation®Move{C} luego pulsa el botón Move hasta que la esfera tenga color.,Puntare il controller di movimento PlayStation®Move verso la PlayStation®Eye. Quindi premere finché la sfera non si illumina.,Zeige mit dem PlayStation®Move-Motion-Controller auf deine PlayStation®Eye. Drücke dann die Move-Taste{C} bis die Kugel eine Farbe hat.,,,
5943,Point your PlayStation®Move motion controller at your PlayStation®Eye{C} then press the Move button until your sphere has got a color.,,,,,,,
5944,One or more PlayStation®Move motion controllers still need calibration. Please try again.,Au moins une manette de détection de mouvements PlayStation®Move doit être calibrée. Veuillez réessayer.,Hay que calibrar uno o más mandos de movimiento PlayStation®Move. Inténtalo de nuevo.,,,,,
5945,Calibration failed. Please try again.,Échec du calibrage. Veuillez réessayer.,Error en la calibración. Inténtalo de nuevo.,,,,,
5946,Calibration failed. Please try again.,,,,,,,
5947,One or more PlayStation®Move motion controllers still need calibration. Please try again.,Au moins une manette de détection de mouvements PlayStation®Move doit être calibrée. Veuillez réessayer.,Hay que calibrar uno o más mandos de movimiento PlayStation®Move. Inténtalo de nuevo.,Uno o più controller di movimento PlayStation®Move devono ancora essere calibrati. Riprovare.,Mindestens ein PlayStation®Move-Motion-Controller muss noch kalibriert werden. Bitte probiere es noch einmal.,,,
5948,voice bar,,,,,,,
5949,Enter your code to redeem exclusive content. All codes are UNIQUE and are not reusable with another profile.,,,,,,,
5950,Enter your code to redeem exclusive content. All codes are UNIQUE and are not reusable with another profile. Continue?,,,,,,,
5951,Enter your code to unlock exclusive content. All codes are UNIQUE and are not reusable with another profile. Continue?,,,,,,,
5952,Ranked matches are competitive matches that increase your leaderboard ranking. As such{C} you cannot play multiple rounds with the same group of players.,,,,,,,
5953,Join a friend in a session.,,,,,,,
5954,You have not yet registered an entry on this leaderboard.,,,,,,,
5955,You need to be in a Xbox LIVE Party to access this feature.,,,,,,,
5956,The Shop gives you access to downloadable content.,,,,,,,
5957,Load failed. A required downloadable content is missing.,,,,,,,
5958,No DOWNLOADABLE CONTENT activated.,,,,,,,
5959,You have been returned to the main menu because the storage device containing your profile has been removed.,,,,,,,
5960,Failed to load. The storage device containing a required downloadable content was removed. The game will now restart.,,,,,,,
5961,Do you want to sign-in a profile? You will not be able to save your progress unless you select a profile.,,,,,,,
5962,One of your downloaded content packages appears to be damaged and cannot be used.,,,,,,,
5963,The downloadable content is missing{C} you will be returned to the main menu.,,,,,,,
5964,Downloaded content will be available after you return to the Title Page.,Le contenu téléchargeable sera disponible lorsque vous serez retourné à la page d’accueil.,La descarga de contenido estará disponible tras regresar a la pantalla del título.,Il contenuto scaricato sarà disponibile dopo che sarai tornato alla schermata del titolo.,Heruntergeladene Inhalte werden verfügbar{C} sobald du zur Titelseite zurückkehrst.,,,
5965,Controller layout,,,,,,,
5966,Invite Xbox LIVE Party,,,,,,,
5967,Downloaded content will be available after you return to the Title Page.,,,,,,,
5968,share,,,,,公開,,
5969,share,partager,compartir,condividi,freigeben,,,
5970,share,,,,,,,
5971,Xbox LIVE Party Sessions,,,,,,,
5972,Cancelling quick match…,,,,,,,
5973,Cannot join a ranked match in progress.,,,,,,,
5974,Some or all of your downloadable content requires a Title Update from Xbox LIVE. You will not be able to access it until the Title Update is applied.,,,,,,,
5975,Your Ethernet cable is not connected or has been disconnected.,,,,,,,
5976,Exit to main menu,,,,,,,
5977,Show gamer card,,,,,,,
5978,Your Ethernet cable has been disconnected.,,,,,,,
5979,PlayStation®Store,,,,,PlayStation®Store,,
5980,PlayStation®Network,,,,,,,
5981,PlayStation®Network,,,,,,,
5982,PlayStation®Store,PlayStation®Store,PlayStation®Store,,,,,
5983,CANCEL,ANNULER,CANCELAR,,,,,
5984,CANCEL,,,,,キャンセル,,
5985,PlayStation®Store,PlayStation®Store,PlayStation®Store,PlayStation®Store,PlayStation®Store,,,
5986,PlayStation®Network,,,,,,,
5987,The save file appears to be damaged or missing and cannot be loaded. A backup save is available{C} but some progression may be lost. Would you like to load the backup?,Le fichier semble endommagé ou manquant et ne peut pas être chargé. Une sauvegarde de restauration est disponible{C} mais une partie de votre progression sera peut-être perdue. Charger la sauvegarde de restauration{B}?,El archivo guardado parece estar dañado o haber sido borrado y no puede cargarse. Hay una copia de seguridad disponible{C} pero pueden perderse parte de los progresos. ¿Quieres cargar la copia de seguridad?,,,,,
5988,The save file appears to be damaged or missing and cannot be loaded. A backup save is available{C} but some progression may be lost. Would you like to load the backup?,,,,,セーブファイルがないか、破損していてロードできません。バックアップ用セーブを使えますが、データの一部が失われている可能性があります。バックアップをロードしますか？,,
5989,You cannot load this file since you are not the owner of this save data. Please delete this save game or try to load a different save file.,Vous ne pouvez pas charger ce fichier car vous n'êtes pas le propriétaire de ces données de sauvegarde. Effacez cette sauvegarde ou essayez de charger un autre fichier.,No puedes cargar este archivo porque los datos guardados no son tuyos. Borra estos datos o intenta cargar otros distintos.,Impossibile caricare questo file perché non sei il proprietario di questi dati salvati. Elimina questa partita salvata o cerca di caricare un file differente.,Sie können diese Speicherdatei nicht laden{C} da Sie nicht der Eigentümer sind. Bitte löschen Sie diesen Spielstand oder versuchen Sie{C} einen anderen Spielstand zu laden.,,,
5990,The save file appears to be damaged or missing and cannot be loaded. A backup save is available{C} but some progression may be lost. Would you like to load the backup?,Le fichier semble endommagé ou manquant et ne peut pas être chargé. Une sauvegarde de restauration est disponible{C} mais une partie de votre progression sera peut-être perdue. Charger la sauvegarde de restauration{B}?,El archivo guardado parece estar dañado o haber sido borrado y no puede cargarse. Hay una copia de seguridad disponible{C} pero pueden perderse parte de los progresos. ¿Quieres cargar la copia de seguridad?,Il file di salvataggio sembra danneggiato o mancante e non può essere caricato. È disponibile un salvataggio di riserva{C} ma alcuni progressi potrebbero andare persi. Caricare il salvataggio di riserva?,Der Spielstand ist möglicherweise beschädigt oder nicht auffindbar und kann nicht benutzt werden. Eine Sicherheitskopie steht zur Verfügung{C} aber einige Fortschritte könnten verloren gegangen sein. Möchten Sie die Sicherheitskopie laden?,,,
5991,Load failed. The saved game appears to be damaged and cannot be used. Please delete this save game or try to load a different save file.,Échec du chargement. La sauvegarde est endommagée et inutilisable. Effacez cette sauvegarde ou essayez d'en charger une autre.,Error al cargar. La partida guardada está dañada y no puede usarse. Borra esta partida o intenta cargar una diferente.,Caricamento fallito. I dati salvati sembrano essere danneggiati e non possono essere utilizzati. Elimina questo file o cerca di caricare un salvataggio diverso.,Laden fehlgeschlagen. Der Spielstand ist möglicherweise beschädigt und kann nicht benutzt werden. Bitte löschen Sie den Spielstand oder versuchen Sie{C} einen anderen Spielstand zu laden.,,,
5992,Load failed. The saved game appears to be damaged and cannot be used. Please delete this save game or try to load a different save file.,Échec du chargement. La sauvegarde est endommagée et inutilisable. Effacez cette sauvegarde ou essayez d'en charger une autre.,Error al cargar. La partida guardada está dañada y no puede usarse. Borra esta partida o intenta cargar una diferente.,,,,,
5993,Load failed. The saved game appears to be damaged and cannot be used. Please delete this save game or try to load a different save file.,,,,,ロードに失敗。セーブデータが破損しています。このセーブデータを削除するか、違うセーブデータをロードしてください,,
5994,ACTIVATE MY UPLAY PASSPORT,,,,,,,
5995,BUY UPLAY PASSPORT,ACHETER UN PASSEPORT UPLAY,COMPRAR UPLAY PASSPORT,COMPRA UPLAY PASSPORT,UPLAY PASSPORT KAUFEN,,,
5996,BUY UPLAY PASSPORT,ACHETER UN PASSEPORT UPLAY,COMPRAR UPLAY PASSPORT,,,,,
5997,ACTIVATE MY UPLAY PASSPORT,ACTIVER MON PASSEPORT UPLAY,ACTIVAR MI UPLAY PASSPORT,,,,,
5998,Are you sure you want to begin your %d day free trial now?,Voulez-vous vraiment commencer votre période d'essai gratuite de %d jours maintenant{B}?,¿Seguro que quieres iniciar el periodo de prueba gratuito de %d día(s)?,,,,,
5999,Are you sure you want to begin your %d day free trial now?,,,,,%d日間有効の無料体験版をプレイしますか？,,
6000,ACTIVATE MY UPLAY PASSPORT,ACTIVER MON PASSEPORT UPLAY,ACTIVAR MI UPLAY PASSPORT,ATTIVA UPLAY PASSPORT,MEIN UPLAY PASSPORT AKTIVIEREN,,,
6001,BUY UPLAY PASSPORT,,,,,,,
6002,CONTINUE MY FREE TRIAL,CONTINUER MA PÉRIODE D'ESSAI GRATUITE,CONTINUAR LA PRUEBA GRATUITA,,,,,
6003,CONTINUE MY FREE TRIAL,,,,,無料体験版を引き続きプレイする,,
6004,CANCEL,ANNULER,CANCELAR,ANNULLA,ABBRECHEN,,,
6005,CONTINUE MY FREE TRIAL,CONTINUER MA PÉRIODE D'ESSAI GRATUITE,CONTINUAR LA PRUEBA GRATUITA,CONTINUA IL PERIODO DI PROVA GRATUITO,GRATIS-TRIAL FORTSETZEN,,,
6006,START MY FREE TRIAL,COMMENCER MA PÉRIODE D'ESSAI GRATUITE,INICIAR LA PRUEBA GRATUITA,INIZIA IL PERIODO DI PROVA GRATUITO,GRATIS-TRIAL STARTEN,,,
6007,START MY FREE TRIAL,COMMENCER MA PÉRIODE D'ESSAI GRATUITE,INICIAR LA PRUEBA GRATUITA,,,,,
6008,START MY FREE TRIAL,,,,,無料体験版を開始する,,
6009,You cannot load this file since you are not the owner of this save data. Please delete this save game or try to load a different save file.,Vous ne pouvez pas charger ce fichier car vous n'êtes pas le propriétaire de ces données de sauvegarde. Effacez cette sauvegarde ou essayez de charger un autre fichier.,No puedes cargar este archivo porque los datos guardados no son tuyos. Borra estos datos o intenta cargar otros distintos.,,,,,
6010,MEDIUM,MOYEN,NORMAL,MEDIO,MITTEL,,,
6011,MEDIUM,MOYEN,NORMAL,,,,,
6012,MEDIUM,,,,,標準,,
6013,Your game experience will be optimal.,,,,,最高のプレイを楽しめます,,
6014,GOOD,,,,,良好,,
6015,Your game experience will be optimal.,Votre expérience de jeu sera optimale.,Tu experiencia de juego será óptima.,La tua esperienza di gioco sarà ottimale.,Ihre Spielerfahrung wird optimal sein.,,,
6016,Your game experience will be optimal.,Votre expérience de jeu sera optimale.,Tu experiencia de juego será óptima.,,,,,
6017,Your game experience will be satisfactory but you might encounter minor issues{C} especially if you use the voice chat. Limit the network traffic to enhance your performances.,Votre expérience de jeu sera satisfaisante mais vous pouvez rencontrer des problèmes mineurs{C} surtout si vous utilisez le chat vocal. Limitez le trafic du réseau pour améliorer vos performances.,Tu experiencia de juego será satisfactoria{C} pero puedes tener ciertos problemas{C} sobre todo si usas charla de voz. Limita el tráfico de red para mejorar tu rendimiento.,La tua esperienza di gioco sarà soddisfacente{C} ma potresti riscontrare alcuni problemi minori{C} specie utilizzando la chat vocale. Limita il traffico di rete per migliorare le prestazioni.,Ihre Spielerfahrung wird zufriedenstellend sein{C} aber es könnte zu kleineren Problemen kommen{C} insbesondere in Verbindung mit dem Sprachchat. Verringern Sie die Netzwerkauslastung{C} um die Performance zu verbessern.,,,
6018,BAD,,,,,問題あり,,
